round_id,round_dir,experiment_family,config_label,selected_block,change_path,change_before,change_after,tuning_action,tuning_reason_code,promotion_gate_passed,games,rank,wins,losses,draws,win_rate,average_response_ms,legal_rate,timeout_rate,error_rate,interface_success_rate,prescreen_score_difference,prescreen_mean_score_a,prescreen_mean_score_b,same_round_score,sevo
live_openai_safe_045,reports/catarena_platform/live_openai_safe_045,catarena_platform,move_ordering.center_pawn_development_bonus: 18->20,search.history_order,move_ordering.center_pawn_development_bonus,18,20,freeze,no_gate_cross,,2,1,2,0,0,1.0,4.716625000000001,1.0,0.0,0.0,1.0,,,,1.0,0.005417443706363763
live_openai_safe_046,reports/catarena_platform/live_openai_safe_046,catarena_platform,live_openai_safe_046,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,3.139444444444444,1.0,0.0,0.0,1.0,,,,1.0,0.005326609173107338
live_openai_safe_047,reports/catarena_platform/live_openai_safe_047,catarena_platform,live_openai_safe_047,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,3.9531818181818177,1.0,0.0,0.0,1.0,,,,1.0,0.00523787161796048
live_openai_safe_048,reports/catarena_platform/live_openai_safe_048,catarena_platform,live_openai_safe_048,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,3.6437307692307694,1.0,0.0,0.0,1.0,,,,1.0,0.0051511758118701
live_openai_safe_049,reports/catarena_platform/live_openai_safe_049,catarena_platform,move_ordering.center_pawn_development_bonus: 18->20,search.history_order,move_ordering.center_pawn_development_bonus,18,20,hold,no_gate_cross,,2,1,2,0,0,1.0,3.7458749999999994,1.0,0.0,0.0,1.0,,,,1.0,0.0050664677156809544
live_openai_safe_050,reports/catarena_platform/live_openai_safe_050,catarena_platform,move_ordering.center_pawn_development_bonus: 18->20,search.history_order,move_ordering.center_pawn_development_bonus,18,20,hold,no_gate_cross,,2,1,2,0,0,1.0,5.716666666666665,1.0,0.0,0.0,1.0,,,,1.0,0.004983694508731327
live_openai_safe_051,reports/catarena_platform/live_openai_safe_051,catarena_platform,move_ordering.center_pawn_development_bonus: 18->20,search.history_order,move_ordering.center_pawn_development_bonus,18,20,freeze,no_gate_cross,,2,1,2,0,0,1.0,5.477705882352942,1.0,0.0,0.0,1.0,,,,1.0,0.004902804608253798
live_openai_safe_052,reports/catarena_platform/live_openai_safe_052,catarena_platform,live_openai_safe_052,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,2.661722222222222,1.0,0.0,0.0,1.0,,,,1.0,0.004823747680890537
live_openai_safe_053,reports/catarena_platform/live_openai_safe_053,catarena_platform,live_openai_safe_053,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,3.0218214285714287,1.0,0.0,0.0,1.0,,,,1.0,0.004746474647464747
live_openai_safe_054,reports/catarena_platform/live_openai_safe_054,catarena_platform,live_openai_safe_054,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,5.065610169491524,1.0,0.0,0.0,1.0,,,,1.0,0.004670937682003495
live_openai_safe_055,reports/catarena_platform/live_openai_safe_055,catarena_platform,move_ordering.center_pawn_development_bonus: 18->20,search.history_order,move_ordering.center_pawn_development_bonus,18,20,hold,no_gate_cross,,2,1,2,0,0,1.0,3.0565199999999995,1.0,0.0,0.0,1.0,,,,1.0,0.004597090205879526
live_openai_safe_056,reports/catarena_platform/live_openai_safe_056,catarena_platform,move_ordering.center_pawn_development_bonus: 18->20,search.history_order,move_ordering.center_pawn_development_bonus,18,20,hold,no_gate_cross,,2,1,2,0,0,1.0,3.1942222222222227,1.0,0.0,0.0,1.0,,,,1.0,0.004524886877828055
live_openai_safe_057,reports/catarena_platform/live_openai_safe_057,catarena_platform,move_ordering.center_pawn_development_bonus: 18->20,search.history_order,move_ordering.center_pawn_development_bonus,18,20,freeze,no_gate_cross,,2,1,2,0,0,1.0,2.0754375,1.0,0.0,0.0,1.0,,,,1.0,0.004454283580497172
live_openai_safe_058,reports/catarena_platform/live_openai_safe_058,catarena_platform,live_openai_safe_058,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,4.013184210526315,1.0,0.0,0.0,1.0,,,,1.0,0.004385237404105328
live_openai_safe_059,reports/catarena_platform/live_openai_safe_059,catarena_platform,live_openai_safe_059,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,4.584950000000001,1.0,0.0,0.0,1.0,,,,1.0,0.004317706627704866
live_openai_safe_060,reports/catarena_platform/live_openai_safe_060,catarena_platform,live_openai_safe_060,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,3.190533333333334,1.0,0.0,0.0,1.0,,,,1.0,0.004251650698485472
live_openai_safe_061,reports/catarena_platform/live_openai_safe_061,catarena_platform,move_ordering.center_pawn_development_bonus: 18->20,search.history_order,move_ordering.center_pawn_development_bonus,18,20,hold,direction_unstable,,2,1,2,0,0,1.0,2.0561111111111114,1.0,0.0,0.0,1.0,,,,1.0,0.004187030209494413
live_openai_safe_062,reports/catarena_platform/live_openai_safe_062,catarena_platform,move_ordering.center_pawn_development_bonus: 18->20,search.history_order,move_ordering.center_pawn_development_bonus,18,20,hold,direction_unstable,,2,1,2,0,0,1.0,2.6975263157894735,1.0,0.0,0.0,1.0,,,,1.0,0.004123806876100455
live_openai_safe_063,reports/catarena_platform/live_openai_safe_063,catarena_platform,move_ordering.center_pawn_development_bonus: 18->20,search.history_order,move_ordering.center_pawn_development_bonus,18,20,hold,no_gate_cross,,2,1,2,0,0,1.0,6.220828571428571,1.0,0.0,0.0,1.0,,,,1.0,0.004061943511484796
live_openai_safe_064,reports/catarena_platform/live_openai_safe_064,catarena_platform,live_openai_safe_064,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,3.89009375,1.0,0.0,0.0,1.0,,,,1.0,0.004001404001404001
live_openai_safe_065,reports/catarena_platform/live_openai_safe_065,catarena_platform,live_openai_safe_065,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,3.821615384615385,1.0,0.0,0.0,1.0,,,,1.0,0.003942153278436464
live_openai_safe_066,reports/catarena_platform/live_openai_safe_066,catarena_platform,live_openai_safe_066,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,3.121764705882353,1.0,0.0,0.0,1.0,,,,1.0,0.0038841572958946036
live_openai_safe_067,reports/catarena_platform/live_openai_safe_067,catarena_platform,live_openai_safe_067,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,4.650884615384616,1.0,0.0,0.0,1.0,,,,1.0,0.0038273830015593036
live_openai_safe_068,reports/catarena_platform/live_openai_safe_068,catarena_platform,live_openai_safe_068,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,2.7543999999999995,1.0,0.0,0.0,1.0,,,,1.0,0.00377179831137063
live_openai_safe_069,reports/catarena_platform/live_openai_safe_069,catarena_platform,live_openai_safe_069,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,4.358157894736841,1.0,0.0,0.0,1.0,,,,1.0,0.0037173720831891743
live_openai_safe_070,reports/catarena_platform/live_openai_safe_070,catarena_platform,live_openai_safe_070,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,3.6560476190476185,1.0,0.0,0.0,1.0,,,,1.0,0.0036640740907251724
live_openai_safe_071,reports/catarena_platform/live_openai_safe_071,catarena_platform,live_openai_safe_071,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,3.6721724137931027,1.0,0.0,0.0,1.0,,,,1.0,0.00361187499771747
live_openai_safe_072,reports/catarena_platform/live_openai_safe_072,catarena_platform,live_openai_safe_072,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,3.4986250000000005,1.0,0.0,0.0,1.0,,,,1.0,0.0035607463324312774
live_openai_safe_073,reports/catarena_platform/live_openai_safe_073,catarena_platform,live_openai_safe_073,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,6.1834444444444445,1.0,0.0,0.0,1.0,,,,1.0,0.0035106604625321203
live_openai_safe_074,reports/catarena_platform/live_openai_safe_074,catarena_platform,live_openai_safe_074,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,3.652181818181818,1.0,0.0,0.0,1.0,,,,1.0,0.0034615905703834163
live_openai_safe_075,reports/catarena_platform/live_openai_safe_075,catarena_platform,live_openai_safe_075,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,3.3279285714285716,1.0,0.0,0.0,1.0,,,,1.0,0.0034135106288063293
live_openai_safe_076,reports/catarena_platform/live_openai_safe_076,catarena_platform,live_openai_safe_076,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,4.1436170212765955,1.0,0.0,0.0,1.0,,,,1.0,0.003366395377332938
live_openai_safe_077,reports/catarena_platform/live_openai_safe_077,catarena_platform,live_openai_safe_077,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,2.1728666666666667,1.0,0.0,0.0,1.0,,,,1.0,0.003320220298977184
live_openai_safe_078,reports/catarena_platform/live_openai_safe_078,catarena_platform,live_openai_safe_078,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,4.45124,1.0,0.0,0.0,1.0,,,,1.0,0.0032749615975422425
live_openai_safe_079,reports/catarena_platform/live_openai_safe_079,catarena_platform,live_openai_safe_079,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,4.635318181818183,1.0,0.0,0.0,1.0,,,,1.0,0.0032305961754780653
live_openai_safe_080,reports/catarena_platform/live_openai_safe_080,catarena_platform,live_openai_safe_080,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,4.243749999999999,1.0,0.0,0.0,1.0,,,,1.0,0.0031871016122984627
live_openai_safe_081,reports/catarena_platform/live_openai_safe_081,catarena_platform,live_openai_safe_081,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,3.7941842105263164,1.0,0.0,0.0,1.0,,,,1.0,0.00314445614356345
live_openai_safe_082,reports/catarena_platform/live_openai_safe_082,catarena_platform,live_openai_safe_082,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,3.9417037037037037,1.0,0.0,0.0,1.0,,,,1.0,0.003102638640429338
live_openai_safe_083,reports/catarena_platform/live_openai_safe_083,catarena_platform,live_openai_safe_083,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,4.257466666666668,1.0,0.0,0.0,1.0,,,,1.0,0.00306162858976635
live_openai_safe_084,reports/catarena_platform/live_openai_safe_084,catarena_platform,live_openai_safe_084,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,3.872190476190475,1.0,0.0,0.0,1.0,,,,1.0,0.003021406074841189
live_openai_safe_085,reports/catarena_platform/live_openai_safe_085,catarena_platform,live_openai_safe_085,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,5.1101,1.0,0.0,0.0,1.0,,,,1.0,0.002981951756560033
live_openai_safe_086,reports/catarena_platform/live_openai_safe_086,catarena_platform,live_openai_safe_086,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,3.6075999999999997,1.0,0.0,0.0,1.0,,,,1.0,0.0029432468552657086
live_openai_safe_087,reports/catarena_platform/live_openai_safe_087,catarena_platform,live_openai_safe_087,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,7.052535714285716,1.0,0.0,0.0,1.0,,,,1.0,0.00290527313308146
live_openai_safe_088,reports/catarena_platform/live_openai_safe_088,catarena_platform,live_openai_safe_088,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,3.3989999999999987,1.0,0.0,0.0,1.0,,,,1.0,0.0028680128767925076
live_openai_safe_089,reports/catarena_platform/live_openai_safe_089,catarena_platform,live_openai_safe_089,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,4.523450980392158,1.0,0.0,0.0,1.0,,,,1.0,0.002831448881255665
live_openai_safe_090,reports/catarena_platform/live_openai_safe_090,catarena_platform,live_openai_safe_090,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,3.80271111111111,1.0,0.0,0.0,1.0,,,,1.0,0.002795564433326488
live_openai_safe_091,reports/catarena_platform/live_openai_safe_091,catarena_platform,live_openai_safe_091,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,5.535695652173913,1.0,0.0,0.0,1.0,,,,1.0,0.00276034329629283
live_openai_safe_092,reports/catarena_platform/live_openai_safe_092,catarena_platform,live_openai_safe_092,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,2.4085833333333335,1.0,0.0,0.0,1.0,,,,1.0,0.0027257696948031636
live_openai_safe_093,reports/catarena_platform/live_openai_safe_093,catarena_platform,live_openai_safe_093,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,3.9034999999999997,1.0,0.0,0.0,1.0,,,,1.0,0.002691828300277711
live_openai_safe_094,reports/catarena_platform/live_openai_safe_094,catarena_platform,live_openai_safe_094,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,4.934480000000001,1.0,0.0,0.0,1.0,,,,1.0,0.002658504216790102
live_openai_safe_095,reports/catarena_platform/live_openai_safe_095,catarena_platform,live_openai_safe_095,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,3.8942285714285716,1.0,0.0,0.0,1.0,,,,1.0,0.0026257829674071797
live_openai_safe_096,reports/catarena_platform/live_openai_safe_096,catarena_platform,live_openai_safe_096,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,3.8605428571428573,1.0,0.0,0.0,1.0,,,,1.0,0.0025936504809744246
live_openai_safe_097,reports/catarena_platform/live_openai_safe_097,catarena_platform,live_openai_safe_097,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,3.1735675675675674,1.0,0.0,0.0,1.0,,,,1.0,0.0025620930793344592
live_openai_safe_098,reports/catarena_platform/live_openai_safe_098,catarena_platform,live_openai_safe_098,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,4.3920810810810815,1.0,0.0,0.0,1.0,,,,1.0,0.002531097464966147
live_openai_safe_099,reports/catarena_platform/live_openai_safe_099,catarena_platform,live_openai_safe_099,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,3.2958000000000003,1.0,0.0,0.0,1.0,,,,1.0,0.002500650709031842
live_openai_safe_100,reports/catarena_platform/live_openai_safe_100,catarena_platform,live_openai_safe_100,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,4.837935483870969,1.0,0.0,0.0,1.0,,,,1.0,0.0024707402398204746
live_openai_safe_101,reports/catarena_platform/live_openai_safe_101,catarena_platform,live_openai_safe_101,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,4.326114285714286,1.0,0.0,0.0,1.0,,,,1.0,0.002441353831574349
live_safe_001,reports/catarena_platform/live_safe_001,catarena_platform,move_ordering.center_pawn_development_bonus: 18->20,search.history_order,move_ordering.center_pawn_development_bonus,18,20,freeze,direction_unstable,,2,1,2,0,0,1.0,10.549233333333332,1.0,0.0,0.0,1.0,,,,1.0,-0.0002736726874657909
live_safe_002,reports/catarena_platform/live_safe_002,catarena_platform,live_safe_002,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,12.734388888888889,1.0,0.0,0.0,1.0,,,,1.0,0.0024630541871921187
live_safe_003,reports/catarena_platform/live_safe_003,catarena_platform,live_safe_003,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,5.332031250000001,1.0,0.0,0.0,1.0,,,,1.0,0.0046718576195773085
live_safe_004,reports/catarena_platform/live_safe_004,catarena_platform,live_safe_004,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,5.63071875,1.0,0.0,0.0,1.0,,,,1.0,0.0064516129032258064
live_safe_005,reports/catarena_platform/live_safe_005,catarena_platform,live_safe_005,,,,,skipped,no_active_block,,2,1,2,0,0,1.0,6.3367916666666675,1.0,0.0,0.0,1.0,,,,1.0,0.007881231671554252
